ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
SAP30BP,0.7088520513563497,5.173230476552279,2.756525405213376,0.009263092572917332,0.6076301500157091,-2.623269806470661
EMP1,1.1508738611008305,6.379566114260672,2.7508118759101325,0.009396133398633653,0.6083111885118432,-2.6351942229344245
IDI1,0.6582323127911112,5.742443687318986,2.7499119607711573,0.00941724955034879,0.6083111885118432,-2.637071027973612
SLC11A2,0.5874516952184718,5.90429977344665,2.741195736541078,0.009624070047673577,0.6122329085238623,-2.6552297881105744
CORO1B,0.6301797288367355,4.090067819123791,2.7453660397863624,0.01018021154750719,0.6183298332890906,-2.660422518035308
MFSD14A,0.8666791886219762,5.039253691010086,2.736409423537386,0.009739430276867677,0.6122329085238623,-2.665186381090091
PIM1,0.8085595941369057,5.419296911401973,2.732642072436199,0.009947265864833533,0.6144070346585501,-2.6654296936869306
STK32C,-0.9206885615865548,3.866465217234675,-2.761366364098132,0.010727350290422483,0.6183298332890906,-2.6663737182699867
TRIM37,0.6602321429372981,4.548262549119072,2.735258339628839,0.00976736500244876,0.6122329085238623,-2.6675793143071496
CDC42EP3,0.7153395761635348,4.845142915403759,2.730016502081252,0.00989551959610674,0.6144070346585501,-2.6784685729708513
PUS10,0.7786913749044708,4.185210001486475,2.737128672003707,0.01054798733772877,0.6183298332890906,-2.6857012178156046
ZNF34,0.782909745053618,4.293929796479153,2.7203387684586575,0.01065903595376216,0.6183298332890906,-2.6973551246809864
NCOA1,-0.5200917511035756,6.456937056536053,-2.719829052759509,0.010149068793450039,0.6183298332890906,-2.6995952752089143
KDM4C,-0.6009252725862835,5.2758995425686015,-2.7131643297453496,0.010318194986954219,0.6183298332890906,-2.713390414999529
TMEM254,-0.6248191428100704,3.8295040544800383,-2.7110182331794923,0.011227860950134257,0.6302338843641021,-2.7191460056679837
ZNF181,-0.7833285616578989,5.295061489348511,-2.710240835947633,0.010393205251714183,0.6183298332890906,-2.719435132413844
SLFN11,0.8179796461808984,4.843531106344549,2.7043943320861414,0.01054473432987824,0.6183298332890906,-2.7315115573832474
FAM160B1,0.7611317634063282,4.996677148780726,2.701288084506366,0.010626073405326567,0.6183298332890906,-2.73792123471432
ITGA5,0.8103572485859658,5.59250013967389,2.696918122626147,0.010741489658886353,0.6183298332890906,-2.746930873713007
DEDD2,0.701635104653175,3.896753491521289,2.7039937737605237,0.01180021789832407,0.636986449701916,-2.7511559806180466
RARS2,-0.7889433478543237,5.788647402121286,-2.693314721913655,0.01083753377038409,0.6196433159796633,-2.7543533051203855
ADM,0.8297738092912565,4.744864408502014,2.6869769451415517,0.011131748385804472,0.6302338843641021,-2.758399935575019
